"Parent ID","Parent SKU","Product ID","Product SKU","Product Name","Slug","Permalink","Description","Excerpt","Product Published","Product Modified","Type","Visibility","Featured","Virtual","Downloadable","Price","Sale Price","Sale Price Dates From","Sale Price Dates To","Weight","Weight Unit","Height","Height Unit","Width","Width Unit","Length","Length Unit","Category","Tag","Featured Image","Product Gallery","Tax Status","Tax Class","File Download","Download Limit","Download Expiry","Manage Stock","Quantity","Stock Status","Allow Backorders","Sold Individually","Up-Sells","Cross-Sells","Product URL","Button Text","Purchase Note","Product Status","Comment Status","size","tcs","tip","marka","god","baltika","naznachenie","primmenenie"
"","","2635","50","F-00164","f-00421x","http://artibaltika/product/f-00421x/","ISUZU","","10/10/2013","19/12/2015","Simple Product","Catalog &#038; Search","No","No","No","150","","","","0","kg","0","cm","0","cm","0","cm","Сальники рулевых реек","","","","","","","","","Yes","158","In Stock","No","No","","","","","","Publish","Open","18*32*8","P02671","1РМA","","","","",""
"","","2636","51","F-00741","f-00185","http://artibaltika/product/f-00185/","TOYOTA","","10/10/2013","19/12/2015","Simple Product","Catalog &#038; Search","No","No","No","150","","","","0","kg","0","cm","0","cm","0","cm","Сальники рулевых реек","","","","","","","","","Yes","189","In Stock","No","No","","","","","","Publish","Open","18*32*8","P02671","1РМA","","","","",""
"","","2637","52","F-00421X","f-00464","http://artibaltika/product/f-00464/","Ремонтный размер","","10/10/2013","19/12/2015","Simple Product","Catalog &#038; Search","No","No","No","150","","","","0","kg","0","cm","0","cm","0","cm","Сальники рулевых реек","","","","","","","","","Yes","34","In Stock","No","No","","","","","","Publish","Open","18*33.3*8","P07358","1РМA","","","","",""
"","","2638","53","F-00185","f-00484x","http://artibaltika/product/f-00484x/","NISSAN","","10/10/2013","19/12/2015","Simple Product","Catalog &#038; Search","No","No","No","100","","","","0","kg","0","cm","0","cm","0","cm","Сальники рулевых реек","","","","","","","","","Yes","192","In Stock","No","No","","","","","","Publish","Open","18*34*7","P07224","1РМ","","","","",""
"","","2639","54","F-00464","f-00561x","http://artibaltika/product/f-00561x/","CHRYSLER","","10/10/2013","19/12/2015","Simple Product","Catalog &#038; Search","No","No","No","150","","","","0","kg","0","cm","0","cm","0","cm","Сальники рулевых реек","","","","","","","","","Yes","214","In Stock","No","No","","","","","","Publish","Open","18*34*8","P02672","1РМA","","","","",""
"","","2640","55","F-00484X","f-00136","http://artibaltika/product/f-00136/","Ремонтный размер","","10/10/2013","19/12/2015","Simple Product","Catalog &#038; Search","No","No","No","150","","","","0","kg","0","cm","0","cm","0","cm","Сальники рулевых реек","","","","","","","","","Yes","540","In Stock","No","No","","","","","","Publish","Open","18.5*29*4.5/5","P12867","1РМ","","","","",""
"","","2641","56","F-00114X","f-00657","http://artibaltika/product/f-00657/","Ремонтный размер","","10/10/2013","19/12/2015","Simple Product","Catalog &#038; Search","No","No","No","150","","","","0","kg","0","cm","0","cm","0","cm","Сальники рулевых реек","","","","Taxable","","","","","Yes","44","In Stock","No","No","","","","","","Publish","Open","18.5*32*6/7","P10623","1РМ","","","","",""
"","","2642","57","F-00366X","f-00189","http://artibaltika/product/f-00189/","Ремонтный размер","","10/10/2013","19/12/2015","Simple Product","Catalog &#038; Search","No","No","No","150","","","","0","kg","0","cm","0","cm","0","cm","Сальники рулевых реек","","","","","","","","","Yes","60","In Stock","No","No","","","","","","Publish","Open","18.5*32*6/7","P10623","1РМ","","","","",""
"","","2643","58","F-00403X","f-00395","http://artibaltika/product/f-00395/","Ремонтный размер","","10/10/2013","19/12/2015","Simple Product","Catalog &#038; Search","No","No","No","150","","","","0","kg","0","cm","0","cm","0","cm","Сальники рулевых реек","","","","","","","","","Yes","61","In Stock","No","No","","","","","","Publish","Open","18.5*32*6/7","P10623","1РМ","","","","",""
"","","2644","59","F-00600X","f-01140","http://artibaltika/product/f-01140/","Ремонтный размер","","10/10/2013","19/12/2015","Simple Product","Catalog &#038; Search","No","No","No","150","","","","0","kg","0","cm","0","cm","0","cm","Сальники рулевых реек","","","","Taxable","","","","","Yes","54","In Stock","No","No","","","","","","Publish","Open","18.5*32*6/7","P10623","1РМ","","","","",""
"","","2645","60","F-00779X","f-00313x","http://artibaltika/product/f-00313x/","Ремонтный размер","","10/10/2013","19/12/2015","Simple Product","Catalog &#038; Search","No","No","No","150","","","","0","kg","0","cm","0","cm","0","cm","Сальники рулевых реек","","","","Taxable","","","","","Yes","22","In Stock","No","No","","","","","","Publish","Open","18.5*32*6/7","P10623","1РМ","","","","",""
"","","2646","61","F-01072X","f-00993x","http://artibaltika/product/f-00993x/","Ремонтный размер","","10/10/2013","19/12/2015","Simple Product","Catalog &#038; Search","No","No","No","150","","","","0","kg","0","cm","0","cm","0","cm","Сальники рулевых реек","","","","Taxable","","","","","Yes","40","In Stock","No","No","","","","","","Publish","Open","18.5*32*6/7","P10623","1РМ","","","","",""
"","","2648","63","F-00136","f-00307","http://artibaltika/product/f-00307/","MITSUBISHI","","10/10/2013","19/12/2015","Simple Product","Catalog &#038; Search","No","No","No","100","","","","0","kg","0","cm","0","cm","0","cm","Сальники рулевых реек","","","","","","","","","Yes","204","In Stock","No","No","","","","","","Publish","Open","18.7*35*7/7.8","P05443","1РМ","","","","",""
"","","2649","64","F-00657","f-00313","http://artibaltika/product/f-00313/","ISUZU","","10/10/2013","19/12/2015","Simple Product","Catalog &#038; Search","No","No","No","100","","","","0","kg","0","cm","0","cm","0","cm","Сальники рулевых реек","","","","","","","","","Yes","211","In Stock","No","No","","","","","","Publish","Open","18.7*35*7/7.8","P05443","1РМ","","","","",""
"","","2650","65","F-00189","f-00484","http://artibaltika/product/f-00484/","NISSAN, MAZDA","","10/10/2013","19/12/2015","Simple Product","Catalog &#038; Search","No","No","No","100","","","","0","kg","0","cm","0","cm","0","cm","Сальники рулевых реек","","","","","","","","","Yes","938","In Stock","No","No","","","","","","Publish","Open","18.75*30*5/5.5","P11214","1РМ","","","","",""
"","","2651","66","F-00395","f-00459","http://artibaltika/product/f-00459/","SUZUKI, HONDA","","10/10/2013","19/12/2015","Simple Product","Catalog &#038; Search","No","No","No","100","","","","0","kg","0","cm","0","cm","0","cm","Сальники рулевых реек","","","","","","","","","Yes","947","In Stock","No","No","","","","","","Publish","Open","18.75*30*5/5.5","P11214","1РМ","","","","",""
"","","2652","67","F-01140","f-00993","http://artibaltika/product/f-00993/","SUBARU, DAIHATSU","","10/10/2013","19/12/2015","Simple Product","Catalog &#038; Search","No","No","No","100","","","","0","kg","0","cm","0","cm","0","cm","Сальники рулевых реек","","","","","","","","","Yes","986","In Stock","No","No","","","","","","Publish","Open","18.75*30.2*5/7","P11214","1РМ","","","","",""
"","","2653","68","F-00313X","f-00110","http://artibaltika/product/f-00110/","Ремонтный размер","","10/10/2013","19/12/2015","Simple Product","Catalog &#038; Search","No","No","No","150","","","","0","kg","0","cm","0","cm","0","cm","Сальники рулевых реек","","","","","","","","","Yes","84","In Stock","No","No","","","","","","Publish","Open","18.9*28*5","P05421","1РМ","","","","",""
"","","2654","69","F-00993X","f-00740","http://artibaltika/product/f-00740/","Ремонтный размер","","10/10/2013","19/12/2015","Simple Product","Catalog &#038; Search","No","No","No","100","","","","0","kg","0","cm","0","cm","0","cm","Сальники рулевых реек","","","","","","","","","Yes","333","In Stock","No","No","","","","","","Publish","Open","18.9*30*5","P00014","1РМ","","","","",""
"","","2655","70","F-00163X","f-00111","http://artibaltika/product/f-00111/","Ремонтный размер","","10/10/2013","19/12/2015","Simple Product","Catalog &#038; Search","No","No","No","150","","","","0","kg","0","cm","0","cm","0","cm","Сальники рулевых реек","","","","","","","","","Yes","199","In Stock","No","No","","","","","","Publish","Open","18.9*36*6.5","P55506","1РМ","","","","",""
"","","2656","71","F-00307","f-00315","http://artibaltika/product/f-00315/","SUBARU","","10/10/2013","19/12/2015","Simple Product","Catalog &#038; Search","No","No","No","150","","","","0","kg","0","cm","0","cm","0","cm","Сальники рулевых реек","","","","","","","","","Yes","222","In Stock","No","No","","","","","","Publish","Open","19*26.5*3.8/5.8","P07286","3A","","","","",""
"","","2657","72","F-00313","f-00769","http://artibaltika/product/f-00769/","WV","","10/10/2013","19/12/2015","Simple Product","Catalog &#038; Search","No","No","No","100","","","","0","kg","0","cm","0","cm","0","cm","Сальники рулевых реек","","","","","","","","","Yes","288","In Stock","No","No","","","","","","Publish","Open","19*28*5/6","P11012","1РМ","","","","",""
"","","2658","73","F-00484","f-00114","http://artibaltika/product/f-00114/","NISSAN","","10/10/2013","19/12/2015","Simple Product","Catalog &#038; Search","No","No","No","100","","","","0","kg","0","cm","0","cm","0","cm","Сальники рулевых реек","","","","","","","","","Yes","5161","In Stock","No","No","","","","","","Publish","Open","19*29*4.5/5","P08962","1РМ","","","","",""
"","","2659","74","F-00459","f-00366","http://artibaltika/product/f-00366/","TOYOTA","","10/10/2013","19/12/2015","Simple Product","Catalog &#038; Search","No","No","No","150","","","","0","kg","0","cm","0","cm","0","cm","Сальники рулевых реек","","","","","","","","","Yes","193","In Stock","No","No","","","","","","Publish","Open","19*29*7/7.8","P01993 ","1PM","","","","",""
